,date,branch,order
37954,2023-10-25 14:35:04,Branch 7,"7S_Fries, 7S_Drink"
37955,2023-11-12 19:01:51,Branch 2,"2S_Burger, 2S_Fries, 5S_Drink"
37956,2023-05-31 04:47:21,Branch 3,"4S_Burger, 7S_Fries, 4S_Drink"
37957,2023-01-25 11:07:47,Branch 3,"5S_Burger, 3S_Fries"
37958,2023-11-08 13:04:54,Branch 5,"5S_Burger, 2S_Fries, 6S_Drink"
37959,2023-01-13 05:52:16,Branch 3,"2S_Burger, 6S_Fries, 2S_Drink"
37960,2023-05-29 08:27:11,Branch 4,"4S_Burger, 3S_Fries, 5S_Drink"
37961,2023-03-07 21:37:40,Branch 4,"1S_Burger, 3S_Drink"
37962,2023-05-08 15:30:11,Branch 6,"1S_Burger, 3S_Drink"
37963,2023-12-31 11:25:38,Branch 6,"3S_Burger, 6S_Fries, 1S_Drink"
37964,2023-02-25 07:37:37,Branch 9,"2S_Burger, 7S_Fries, 6S_Drink"
37965,2023-07-07 00:28:10,Branch 10,"5S_Burger, 2S_Fries, 2S_Drink"
37966,2023-09-11 22:42:44,Branch 4,"6S_Burger, 4S_Fries"
37967,2023-09-21 22:12:50,Branch 8,"5S_Burger, 7S_Fries, 2S_Drink"
37968,2023-10-29 08:32:15,Branch 3,"2S_Burger, 3S_Drink"
37969,2023-11-12 05:34:47,Branch 10,3S_Fries
37970,2023-02-13 00:05:19,Branch 6,"6S_Burger, 5S_Fries"
37971,2023-03-01 11:12:28,Branch 2,"4S_Fries, 7S_Drink"
37972,2023-01-07 08:03:30,Branch 3,"6S_Burger, 2S_Fries, 5S_Drink"
37973,2023-07-28 05:46:06,Branch 2,"6S_Burger, 6S_Fries, 4S_Drink"
37974,2023-08-02 22:03:51,Branch 5,"1S_Burger, 4S_Drink"
37975,2023-08-20 10:21:54,Branch 9,"5S_Burger, 2S_Fries, 2S_Drink"
37976,2023-02-28 12:50:41,Branch 9,"1S_Fries, 4S_Drink"
37977,2023-03-27 01:57:28,Branch 4,"7S_Burger, 6S_Fries, 7S_Drink"
37978,2023-11-03 03:06:59,Branch 4,"5S_Burger, 1S_Fries, 5S_Drink"
37979,2023-10-02 03:37:37,Branch 1,"3S_Burger, 6S_Fries, 6S_Drink"
37980,2023-03-20 13:03:27,Branch 6,"4S_Fries, 7S_Drink"
37981,2023-01-18 03:09:45,Branch 7,"2S_Burger, 4S_Fries"
37982,2023-05-16 22:49:00,Branch 1,"6S_Burger, 6S_Drink"
37983,2023-05-24 12:25:10,Branch 10,"6S_Burger, 1S_Drink"
37984,2023-04-19 00:59:48,Branch 9,"6S_Burger, 4S_Drink"
37985,2023-01-02 08:55:38,Branch 10,"5S_Burger, 3S_Fries, 3S_Drink"
37986,2023-07-07 21:27:18,Branch 2,"6S_Burger, 1S_Fries, 6S_Drink"
37987,2023-09-02 16:26:45,Branch 10,"5S_Burger, 4S_Fries, 1S_Drink"
37988,2023-12-18 05:50:07,Branch 5,"7S_Burger, 4S_Fries, 7S_Drink"
37989,2023-08-05 12:15:06,Branch 8,"3S_Burger, 7S_Fries, 5S_Drink"
37990,2023-07-15 06:20:28,Branch 9,"6S_Burger, 4S_Fries, 4S_Drink"
37991,2023-10-15 16:44:34,Branch 7,"5S_Burger, 1S_Fries, 1S_Drink"
37992,2023-02-17 08:16:25,Branch 3,"1S_Burger, 7S_Fries, 2S_Drink"
37993,2023-10-17 17:13:46,Branch 1,"7S_Burger, 1S_Fries, 1S_Drink"
37994,2023-08-14 01:27:53,Branch 5,"1S_Burger, 5S_Fries, 2S_Drink"
37995,2023-03-04 20:12:40,Branch 5,"3S_Burger, 6S_Fries, 2S_Drink"
37996,2023-10-07 14:39:28,Branch 3,"1S_Burger, 5S_Fries, 1S_Drink"
37997,2023-07-03 20:14:59,Branch 3,"6S_Burger, 3S_Fries"
37998,2023-10-05 21:09:11,Branch 6,"1S_Fries, 4S_Drink"
37999,2023-08-06 14:44:42,Branch 2,"6S_Burger, 5S_Drink"
38000,2023-03-26 12:04:25,Branch 1,"6S_Burger, 2S_Fries, 4S_Drink"
38001,2023-05-05 07:26:20,Branch 6,"3S_Burger, 2S_Fries"
38002,2023-08-28 23:53:04,Branch 1,"3S_Burger, 7S_Fries, 3S_Drink"
38003,2023-12-01 05:06:45,Branch 7,"3S_Burger, 7S_Fries, 3S_Drink"
38004,2023-08-04 04:55:53,Branch 8,"6S_Burger, 2S_Fries, 7S_Drink"
38005,2023-11-18 12:47:48,Branch 3,"5S_Burger, 2S_Fries, 3S_Drink"
38006,2023-08-23 15:35:37,Branch 9,"7S_Burger, 4S_Fries, 7S_Drink"
38007,2023-08-18 16:28:18,Branch 6,"5S_Burger, 3S_Fries, 4S_Drink"
38008,2023-09-21 19:36:10,Branch 7,"6S_Burger, 4S_Fries, 2S_Drink"
38009,2023-07-15 02:02:39,Branch 10,"6S_Burger, 1S_Fries, 5S_Drink"
38010,2023-07-09 22:02:22,Branch 9,"2S_Fries, 1S_Drink"
38011,2023-10-11 00:20:34,Branch 7,"1S_Burger, 4S_Fries"
38012,2023-09-17 14:43:01,Branch 8,"3S_Burger, 2S_Fries, 2S_Drink"
38013,2023-05-07 05:55:27,Branch 6,"2S_Burger, 7S_Fries"
38014,2023-01-16 04:05:25,Branch 8,"2S_Fries, 3S_Drink"
38015,2023-10-28 06:47:40,Branch 5,"6S_Burger, 4S_Fries, 2S_Drink"
38016,2023-07-06 14:51:09,Branch 1,"2S_Burger, 4S_Fries, 2S_Drink"
38017,2023-03-29 13:29:43,Branch 5,"6S_Burger, 5S_Fries, 3S_Drink"
38018,2023-04-08 18:16:43,Branch 3,"1S_Burger, 4S_Fries, 3S_Drink"
38019,2023-07-10 07:53:23,Branch 6,"3S_Fries, 2S_Drink"
38020,2023-06-21 12:02:01,Branch 7,"7S_Burger, 2S_Fries, 4S_Drink"
38021,2023-11-05 10:30:35,Branch 3,"4S_Burger, 1S_Fries, 5S_Drink"
38022,2023-09-01 17:22:59,Branch 8,"5S_Burger, 1S_Drink"
38023,2023-09-18 00:33:49,Branch 3,"4S_Burger, 3S_Fries, 4S_Drink"
38024,2023-05-09 12:53:41,Branch 10,"7S_Burger, 6S_Fries, 2S_Drink"
38025,2023-09-27 05:47:30,Branch 4,"7S_Burger, 4S_Fries"
38026,2023-12-26 23:58:27,Branch 8,"4S_Burger, 4S_Fries, 5S_Drink"
38027,2023-05-11 23:39:49,Branch 10,"4S_Burger, 5S_Fries, 5S_Drink"
38028,2023-11-11 12:51:10,Branch 2,"1S_Burger, 4S_Fries, 4S_Drink"
38029,2023-07-24 23:31:14,Branch 10,"4S_Burger, 7S_Fries, 4S_Drink"
38030,2023-04-16 23:05:58,Branch 2,"4S_Fries, 3S_Drink"
38031,2023-12-23 01:01:01,Branch 10,"7S_Burger, 5S_Drink"
38032,2023-08-26 18:55:49,Branch 9,"7S_Burger, 3S_Fries, 3S_Drink"
38033,2023-12-08 00:54:32,Branch 9,"7S_Burger, 3S_Fries, 5S_Drink"
38034,2023-06-11 01:39:23,Branch 1,"4S_Burger, 2S_Fries"
38035,2023-09-28 14:26:26,Branch 5,"4S_Burger, 1S_Fries"
38036,2023-11-30 15:42:55,Branch 9,"5S_Burger, 1S_Fries, 6S_Drink"
38037,2023-03-14 00:37:05,Branch 6,"1S_Burger, 4S_Fries, 7S_Drink"
38038,2023-02-23 18:04:59,Branch 7,"5S_Burger, 1S_Fries"
38039,2023-08-01 03:11:19,Branch 7,2S_Fries
38040,2023-11-19 06:20:00,Branch 9,"4S_Burger, 6S_Fries, 3S_Drink"
38041,2023-02-19 07:02:01,Branch 9,"1S_Burger, 4S_Fries, 7S_Drink"
38042,2023-09-02 09:04:11,Branch 10,"6S_Burger, 1S_Fries, 6S_Drink"
38043,2023-04-13 18:49:37,Branch 8,"5S_Burger, 1S_Fries, 7S_Drink"
38044,2023-05-14 12:23:53,Branch 8,"6S_Burger, 3S_Fries, 7S_Drink"
38045,2023-02-07 06:59:48,Branch 7,"5S_Burger, 2S_Fries, 4S_Drink"
38046,2023-03-13 10:46:19,Branch 8,"5S_Burger, 1S_Fries, 2S_Drink"
38047,2023-10-03 15:52:07,Branch 7,"5S_Burger, 7S_Fries, 5S_Drink"
38048,2023-01-23 23:13:00,Branch 5,"5S_Fries, 6S_Drink"
38049,2023-03-11 05:48:50,Branch 2,"2S_Burger, 4S_Fries"
38050,2023-04-03 16:03:25,Branch 9,"4S_Fries, 2S_Drink"
38051,2023-08-20 10:38:38,Branch 2,"7S_Fries, 6S_Drink"
38052,2023-12-27 05:34:46,Branch 7,"2S_Burger, 1S_Drink"
38053,2023-10-12 21:16:09,Branch 4,"6S_Burger, 3S_Fries, 3S_Drink"
38054,2023-08-19 02:15:35,Branch 8,"1S_Burger, 3S_Fries, 1S_Drink"
38055,2023-10-07 14:55:06,Branch 9,"5S_Burger, 4S_Fries"
38056,2023-08-17 19:13:47,Branch 5,"4S_Burger, 1S_Fries, 3S_Drink"
38057,2023-12-11 08:24:39,Branch 3,"4S_Burger, 7S_Fries"
38058,2023-08-24 20:10:00,Branch 9,"7S_Burger, 3S_Fries, 7S_Drink"
38059,2023-10-30 11:28:46,Branch 2,"4S_Burger, 4S_Fries, 2S_Drink"
38060,2023-02-08 01:43:26,Branch 3,"3S_Burger, 4S_Fries"
38061,2023-12-09 07:29:35,Branch 5,"6S_Burger, 3S_Fries, 7S_Drink"
38062,2023-09-27 17:58:37,Branch 6,"7S_Burger, 3S_Drink"
38063,2023-06-25 01:26:01,Branch 2,"5S_Burger, 5S_Fries, 2S_Drink"
38064,2023-05-17 21:51:22,Branch 9,"2S_Burger, 6S_Fries"
38065,2023-11-21 17:23:57,Branch 8,"1S_Burger, 3S_Fries, 3S_Drink"
38066,2023-10-29 10:38:18,Branch 3,"5S_Burger, 3S_Fries, 1S_Drink"
38067,2023-03-29 15:27:09,Branch 2,"2S_Burger, 4S_Fries, 1S_Drink"
38068,2023-10-21 14:00:28,Branch 9,"6S_Burger, 7S_Fries, 5S_Drink"
38069,2023-08-27 02:21:56,Branch 2,"6S_Burger, 6S_Fries"
38070,2023-06-07 10:16:32,Branch 5,"1S_Burger, 5S_Fries, 5S_Drink"
38071,2023-04-16 12:58:36,Branch 4,"2S_Burger, 5S_Fries, 5S_Drink"
38072,2023-04-13 20:49:30,Branch 8,"7S_Burger, 2S_Fries, 4S_Drink"
38073,2023-05-10 04:50:06,Branch 2,"2S_Burger, 2S_Fries, 5S_Drink"
38074,2023-05-03 10:12:06,Branch 5,"1S_Burger, 3S_Fries, 7S_Drink"
38075,2023-04-27 17:43:00,Branch 8,3S_Fries
38076,2023-05-16 04:46:15,Branch 4,"1S_Burger, 4S_Drink"
38077,2023-06-16 11:36:35,Branch 6,"7S_Burger, 1S_Fries, 5S_Drink"
38078,2023-01-24 12:32:23,Branch 3,"1S_Burger, 5S_Drink"
38079,2023-02-10 02:45:59,Branch 7,"5S_Burger, 7S_Drink"
38080,2023-08-06 07:02:40,Branch 7,"6S_Burger, 3S_Fries, 4S_Drink"
38081,2023-02-01 13:31:05,Branch 1,"7S_Burger, 2S_Fries, 1S_Drink"
38082,2023-07-14 23:49:31,Branch 9,"6S_Burger, 2S_Fries"
38083,2023-10-19 14:58:30,Branch 6,"2S_Burger, 3S_Fries, 2S_Drink"
38084,2023-04-16 16:46:36,Branch 6,"3S_Burger, 6S_Fries, 2S_Drink"
38085,2023-06-06 08:41:15,Branch 10,"4S_Burger, 1S_Fries, 2S_Drink"
38086,2023-03-04 05:10:45,Branch 3,"3S_Burger, 5S_Fries, 3S_Drink"
38087,2023-09-02 23:44:02,Branch 10,"2S_Burger, 6S_Fries, 3S_Drink"
38088,2023-12-17 10:06:21,Branch 1,"7S_Burger, 2S_Fries, 7S_Drink"
38089,2023-08-17 06:11:48,Branch 8,"7S_Burger, 2S_Fries, 5S_Drink"
38090,2023-10-11 01:16:56,Branch 3,"1S_Burger, 4S_Fries, 4S_Drink"
38091,2023-02-13 00:21:14,Branch 9,"6S_Burger, 5S_Fries, 6S_Drink"
38092,2023-02-22 19:02:13,Branch 9,"3S_Burger, 2S_Fries, 3S_Drink"
38093,2023-12-15 08:27:22,Branch 7,"6S_Burger, 5S_Fries, 2S_Drink"
38094,2023-11-19 06:08:45,Branch 10,"3S_Burger, 3S_Fries, 3S_Drink"
38095,2023-02-19 05:04:32,Branch 7,"5S_Burger, 4S_Fries, 7S_Drink"
38096,2023-02-07 14:19:00,Branch 10,1S_Burger
38097,2023-03-10 20:45:35,Branch 10,"6S_Burger, 4S_Fries, 6S_Drink"
38098,2023-09-16 11:37:06,Branch 3,"3S_Burger, 1S_Fries, 1S_Drink"
38099,2023-06-22 12:27:24,Branch 8,"2S_Burger, 7S_Fries, 2S_Drink"
38100,2023-10-19 10:26:20,Branch 10,"5S_Burger, 1S_Fries, 4S_Drink"
38101,2023-03-23 11:22:36,Branch 9,"4S_Burger, 5S_Fries, 2S_Drink"
38102,2023-02-20 12:06:30,Branch 5,"5S_Burger, 2S_Fries, 7S_Drink"
38103,2023-05-04 02:22:38,Branch 3,"3S_Burger, 5S_Fries"
38104,2023-06-13 16:37:59,Branch 7,"1S_Burger, 2S_Fries, 6S_Drink"
38105,2023-06-17 14:10:03,Branch 4,"5S_Burger, 6S_Fries"
38106,2023-12-26 14:22:18,Branch 7,"5S_Burger, 7S_Fries, 3S_Drink"
38107,2023-09-11 01:08:57,Branch 1,"5S_Burger, 7S_Fries, 4S_Drink"
38108,2023-05-26 19:41:14,Branch 1,"6S_Burger, 1S_Fries, 3S_Drink"
38109,2023-06-10 23:51:26,Branch 10,"5S_Burger, 4S_Fries, 5S_Drink"
38110,2023-09-22 00:02:52,Branch 5,"6S_Burger, 6S_Fries"
38111,2023-05-09 06:04:58,Branch 8,"4S_Burger, 3S_Fries, 1S_Drink"
38112,2023-04-14 07:51:14,Branch 2,"6S_Fries, 7S_Drink"
38113,2023-02-13 05:56:40,Branch 9,"7S_Burger, 7S_Fries, 3S_Drink"
38114,2023-12-14 17:15:05,Branch 9,"1S_Burger, 1S_Drink"
38115,2023-01-31 11:38:06,Branch 4,"5S_Burger, 2S_Fries, 5S_Drink"
38116,2023-12-12 06:54:31,Branch 5,"4S_Fries, 7S_Drink"
38117,2023-11-02 21:55:28,Branch 3,"1S_Burger, 3S_Fries, 5S_Drink"
38118,2023-04-01 07:51:07,Branch 7,"5S_Burger, 7S_Fries, 1S_Drink"
38119,2023-08-21 01:03:19,Branch 1,"6S_Burger, 1S_Fries, 3S_Drink"
38120,2023-01-22 08:23:39,Branch 5,"6S_Burger, 3S_Drink"
38121,2023-07-16 20:40:57,Branch 3,6S_Burger
38122,2023-12-30 22:58:29,Branch 1,"5S_Burger, 7S_Drink"
38123,2023-09-03 19:46:49,Branch 8,"6S_Burger, 1S_Fries, 5S_Drink"
38124,2023-11-08 20:17:52,Branch 7,"3S_Burger, 3S_Fries, 2S_Drink"
38125,2023-01-08 18:53:24,Branch 9,"5S_Burger, 2S_Fries, 1S_Drink"
38126,2023-03-25 21:07:49,Branch 6,"2S_Fries, 7S_Drink"
38127,2023-11-28 15:49:01,Branch 5,"7S_Burger, 6S_Drink"
38128,2023-10-07 07:15:14,Branch 10,"4S_Burger, 6S_Fries, 4S_Drink"
38129,2023-08-09 02:05:54,Branch 7,"7S_Fries, 4S_Drink"
38130,2023-12-31 14:57:45,Branch 6,"6S_Burger, 5S_Fries, 5S_Drink"
38131,2023-06-16 01:02:40,Branch 6,"6S_Burger, 5S_Fries, 5S_Drink"
38132,2023-10-15 14:10:27,Branch 2,"2S_Burger, 2S_Fries, 7S_Drink"
38133,2023-04-13 02:53:23,Branch 7,"5S_Burger, 6S_Fries, 2S_Drink"
38134,2023-10-15 03:49:04,Branch 8,"5S_Burger, 1S_Fries, 1S_Drink"
38135,2023-12-19 06:19:20,Branch 10,"4S_Fries, 5S_Drink"
38136,2023-08-08 17:40:49,Branch 9,"3S_Burger, 3S_Fries, 4S_Drink"
38137,2023-09-23 15:15:46,Branch 3,"2S_Burger, 1S_Fries, 4S_Drink"
38138,2023-04-24 07:34:08,Branch 9,"4S_Burger, 4S_Fries, 6S_Drink"
38139,2023-11-01 12:12:15,Branch 9,"2S_Burger, 1S_Fries"
38140,2023-01-20 04:41:40,Branch 1,"7S_Burger, 4S_Drink"
38141,2023-11-17 04:06:19,Branch 6,"2S_Burger, 6S_Fries, 6S_Drink"
38142,2023-02-01 06:22:36,Branch 5,"2S_Burger, 6S_Fries, 1S_Drink"
38143,2023-04-07 19:23:32,Branch 5,"3S_Burger, 3S_Fries, 1S_Drink"
38144,2023-04-16 20:06:28,Branch 6,"4S_Burger, 5S_Fries, 7S_Drink"
38145,2023-08-30 11:57:42,Branch 3,"4S_Burger, 6S_Fries"
38146,2023-04-19 12:26:19,Branch 7,"2S_Burger, 6S_Fries, 5S_Drink"
38147,2023-03-13 06:26:23,Branch 9,"5S_Burger, 2S_Fries, 4S_Drink"
38148,2023-02-28 02:10:20,Branch 5,"2S_Burger, 5S_Fries"
38149,2023-11-24 10:34:10,Branch 8,"7S_Burger, 2S_Drink"
38150,2023-09-21 03:58:15,Branch 6,"5S_Burger, 3S_Fries, 1S_Drink"
38151,2023-09-09 08:18:50,Branch 5,"3S_Burger, 2S_Drink"
38152,2023-05-20 10:24:19,Branch 3,"2S_Burger, 1S_Fries, 5S_Drink"
38153,2023-10-17 04:09:48,Branch 1,"2S_Burger, 7S_Drink"
38154,2023-06-25 08:17:36,Branch 2,"2S_Burger, 1S_Fries"
38155,2023-03-07 06:55:54,Branch 6,"1S_Burger, 1S_Drink"
38156,2023-05-26 14:00:08,Branch 1,"3S_Burger, 4S_Fries, 5S_Drink"
38157,2023-11-29 18:57:49,Branch 1,"6S_Burger, 1S_Fries, 1S_Drink"
38158,2023-10-30 00:01:41,Branch 3,"1S_Burger, 7S_Fries, 4S_Drink"
38159,2023-11-23 07:14:27,Branch 1,"4S_Burger, 6S_Fries, 5S_Drink"
38160,2023-12-02 20:28:03,Branch 2,"2S_Burger, 1S_Fries"
38161,2023-01-25 07:01:42,Branch 2,"5S_Burger, 3S_Fries, 5S_Drink"
38162,2023-01-19 21:01:18,Branch 5,"1S_Burger, 1S_Fries, 4S_Drink"
38163,2023-05-31 20:16:44,Branch 8,"4S_Burger, 7S_Fries, 1S_Drink"
38164,2023-12-20 15:16:33,Branch 9,"6S_Fries, 6S_Drink"
38165,2023-09-19 13:08:04,Branch 4,"1S_Burger, 6S_Fries, 5S_Drink"
38166,2023-04-21 02:21:17,Branch 4,"3S_Burger, 6S_Fries, 6S_Drink"
38167,2023-06-18 07:46:16,Branch 9,"2S_Burger, 6S_Fries, 5S_Drink"
38168,2023-06-13 20:40:54,Branch 5,"5S_Burger, 4S_Fries, 4S_Drink"
38169,2023-03-27 03:43:10,Branch 6,"4S_Burger, 3S_Fries, 7S_Drink"
38170,2023-12-06 18:40:06,Branch 1,"6S_Burger, 6S_Fries, 7S_Drink"
38171,2023-02-08 01:31:21,Branch 8,"7S_Burger, 4S_Fries, 4S_Drink"
38172,2023-02-26 02:33:58,Branch 9,"4S_Burger, 5S_Fries, 4S_Drink"
38173,2023-02-04 05:12:43,Branch 2,"6S_Burger, 4S_Fries, 3S_Drink"
38174,2023-11-16 09:51:32,Branch 3,"7S_Burger, 1S_Fries, 5S_Drink"
38175,2023-02-06 03:28:36,Branch 7,"1S_Burger, 2S_Fries, 7S_Drink"
38176,2023-01-27 01:48:33,Branch 1,"3S_Burger, 2S_Fries, 4S_Drink"
38177,2023-02-27 00:24:05,Branch 3,"2S_Burger, 3S_Fries, 2S_Drink"
38178,2023-09-23 13:26:39,Branch 8,"3S_Burger, 4S_Fries, 5S_Drink"
38179,2023-02-21 01:06:40,Branch 1,"3S_Burger, 1S_Drink"
38180,2023-10-25 05:35:34,Branch 4,"2S_Burger, 4S_Drink"
38181,2023-08-01 03:11:16,Branch 10,"2S_Burger, 3S_Fries, 1S_Drink"
38182,2023-10-10 22:06:07,Branch 1,"7S_Burger, 3S_Fries, 5S_Drink"
38183,2023-06-20 18:13:33,Branch 6,"5S_Burger, 3S_Drink"
38184,2023-02-23 15:12:06,Branch 6,"4S_Burger, 7S_Fries, 2S_Drink"
38185,2023-12-03 07:59:17,Branch 7,"1S_Fries, 5S_Drink"
38186,2023-01-14 13:06:22,Branch 8,5S_Fries
38187,2023-12-21 21:51:35,Branch 7,"2S_Burger, 3S_Fries, 5S_Drink"
38188,2023-03-04 12:36:35,Branch 2,"3S_Burger, 4S_Fries, 3S_Drink"
38189,2023-03-22 22:47:13,Branch 3,"1S_Burger, 1S_Fries, 1S_Drink"
38190,2023-02-24 15:26:11,Branch 4,"1S_Burger, 3S_Fries, 5S_Drink"
38191,2023-08-03 10:24:55,Branch 10,"7S_Burger, 2S_Fries, 5S_Drink"
38192,2023-11-18 17:08:32,Branch 6,"1S_Burger, 6S_Fries, 6S_Drink"
38193,2023-05-16 08:29:24,Branch 8,"4S_Burger, 4S_Fries"
38194,2023-11-20 13:49:14,Branch 3,"7S_Burger, 6S_Fries, 7S_Drink"
38195,2023-04-17 18:28:40,Branch 7,"6S_Burger, 7S_Fries, 4S_Drink"
38196,2023-12-19 03:34:53,Branch 8,"6S_Burger, 6S_Fries, 5S_Drink"
38197,2023-06-01 05:20:37,Branch 3,"2S_Burger, 3S_Fries, 1S_Drink"
38198,2023-06-27 19:03:07,Branch 2,"6S_Burger, 2S_Fries, 7S_Drink"
38199,2023-04-19 16:25:27,Branch 4,"7S_Burger, 3S_Drink"
38200,2023-05-25 10:55:03,Branch 7,"1S_Burger, 5S_Fries, 6S_Drink"
38201,2023-10-28 10:12:15,Branch 4,"7S_Burger, 6S_Fries, 1S_Drink"
38202,2023-07-28 01:52:14,Branch 7,"1S_Burger, 1S_Fries, 4S_Drink"
38203,2023-04-28 22:58:11,Branch 1,"1S_Burger, 5S_Fries, 3S_Drink"
38204,2023-06-10 11:05:01,Branch 7,"3S_Burger, 1S_Fries"
38205,2023-05-04 13:05:56,Branch 5,"6S_Burger, 1S_Drink"
38206,2023-11-13 22:13:58,Branch 2,"4S_Burger, 1S_Fries, 1S_Drink"
38207,2023-03-21 06:45:09,Branch 10,"1S_Fries, 6S_Drink"
38208,2023-08-01 04:50:46,Branch 10,"4S_Burger, 5S_Fries, 5S_Drink"
38209,2023-02-19 08:54:46,Branch 1,"6S_Burger, 1S_Drink"
38210,2023-01-07 21:28:38,Branch 6,"7S_Burger, 5S_Fries, 4S_Drink"
38211,2023-03-09 15:35:59,Branch 6,"4S_Burger, 3S_Drink"
38212,2023-01-22 02:52:36,Branch 9,"5S_Burger, 1S_Drink"
38213,2023-02-10 17:10:35,Branch 7,"2S_Burger, 7S_Fries, 1S_Drink"
38214,2023-12-14 19:44:51,Branch 8,"2S_Fries, 6S_Drink"
38215,2023-11-15 02:04:54,Branch 2,2S_Burger
38216,2023-05-04 06:37:50,Branch 4,"3S_Fries, 6S_Drink"
38217,2023-12-26 15:00:06,Branch 2,"4S_Burger, 6S_Fries"
38218,2023-07-04 00:09:49,Branch 2,"6S_Burger, 5S_Fries, 7S_Drink"
38219,2023-11-05 16:48:28,Branch 3,"2S_Burger, 5S_Fries, 7S_Drink"
38220,2023-08-25 08:41:14,Branch 4,4S_Burger
38221,2023-03-19 20:01:36,Branch 4,"6S_Burger, 3S_Fries, 7S_Drink"
38222,2023-02-16 02:13:08,Branch 10,"6S_Burger, 1S_Fries, 4S_Drink"
38223,2023-05-18 10:09:55,Branch 3,2S_Burger
38224,2023-06-04 01:01:28,Branch 4,"4S_Burger, 2S_Fries"
38225,2023-04-24 09:16:13,Branch 6,"5S_Burger, 7S_Drink"
38226,2023-09-16 05:11:51,Branch 8,"7S_Burger, 4S_Fries, 6S_Drink"
38227,2023-05-02 00:08:19,Branch 5,"6S_Burger, 4S_Fries, 4S_Drink"
38228,2023-07-28 16:35:15,Branch 8,"5S_Burger, 7S_Fries, 5S_Drink"
38229,2023-04-23 20:35:24,Branch 7,"6S_Fries, 1S_Drink"
38230,2023-07-17 14:46:07,Branch 2,"5S_Burger, 5S_Fries"
38231,2023-03-10 00:05:52,Branch 6,"6S_Burger, 5S_Fries, 2S_Drink"
38232,2023-09-12 14:32:53,Branch 5,"6S_Burger, 7S_Fries"
38233,2023-11-07 17:09:06,Branch 6,"3S_Burger, 6S_Fries, 5S_Drink"
38234,2023-09-15 04:46:46,Branch 2,"6S_Burger, 1S_Fries, 6S_Drink"
38235,2023-04-02 11:30:11,Branch 1,"5S_Fries, 3S_Drink"
38236,2023-09-18 02:48:03,Branch 10,"6S_Burger, 1S_Fries, 1S_Drink"
38237,2023-02-04 04:26:31,Branch 10,"6S_Fries, 2S_Drink"
38238,2023-07-28 04:36:16,Branch 6,"1S_Burger, 3S_Fries, 3S_Drink"
38239,2023-06-19 14:06:45,Branch 4,"7S_Burger, 4S_Fries, 2S_Drink"
38240,2023-10-07 05:53:33,Branch 4,"7S_Burger, 7S_Fries"
38241,2023-02-20 00:21:27,Branch 7,"6S_Burger, 5S_Fries, 5S_Drink"
38242,2023-12-30 19:40:10,Branch 6,"6S_Burger, 6S_Fries"
38243,2023-05-25 19:21:16,Branch 8,"4S_Burger, 6S_Fries, 3S_Drink"
38244,2023-07-27 13:37:13,Branch 5,"2S_Burger, 3S_Fries, 7S_Drink"
38245,2023-01-14 19:05:41,Branch 1,"3S_Burger, 6S_Fries, 3S_Drink"
38246,2023-01-22 23:06:40,Branch 10,"2S_Burger, 7S_Drink"
38247,2023-05-26 12:27:24,Branch 3,"3S_Burger, 2S_Fries, 6S_Drink"
38248,2023-01-14 19:57:33,Branch 7,"6S_Burger, 1S_Fries, 4S_Drink"
38249,2023-09-24 05:04:55,Branch 8,"1S_Burger, 3S_Drink"
38250,2023-12-26 20:49:12,Branch 8,"4S_Fries, 7S_Drink"
38251,2023-08-18 15:56:58,Branch 10,3S_Fries
38252,2023-06-27 10:48:51,Branch 3,"3S_Burger, 2S_Fries, 2S_Drink"
38253,2023-12-02 09:42:40,Branch 6,"7S_Burger, 6S_Drink"
38254,2023-06-15 14:31:59,Branch 7,"6S_Fries, 1S_Drink"
38255,2023-06-19 09:51:36,Branch 2,"6S_Burger, 5S_Fries"
38256,2023-01-15 12:00:37,Branch 10,"4S_Burger, 5S_Fries, 2S_Drink"
38257,2023-12-10 18:32:10,Branch 8,"5S_Burger, 5S_Fries, 1S_Drink"
38258,2023-05-29 04:46:06,Branch 9,"6S_Burger, 3S_Fries, 2S_Drink"
38259,2023-11-27 06:20:29,Branch 9,4S_Fries
38260,2023-05-26 01:54:59,Branch 9,"3S_Burger, 5S_Fries"
38261,2023-10-15 02:13:47,Branch 3,3S_Burger
38262,2023-01-30 03:27:13,Branch 8,7S_Drink
38263,2023-01-09 21:47:21,Branch 3,"7S_Burger, 2S_Fries, 5S_Drink"
38264,2023-09-19 19:42:03,Branch 5,"6S_Fries, 4S_Drink"
38265,2023-07-10 16:09:21,Branch 7,"4S_Burger, 7S_Drink"
38266,2023-09-18 15:37:26,Branch 10,"3S_Burger, 7S_Fries, 4S_Drink"
38267,2023-05-05 13:57:43,Branch 1,2S_Burger
38268,2023-06-29 02:37:53,Branch 10,"5S_Burger, 2S_Fries, 6S_Drink"
38269,2023-05-03 12:02:25,Branch 2,"2S_Burger, 1S_Fries, 6S_Drink"
38270,2023-07-05 07:29:27,Branch 5,"2S_Burger, 7S_Fries, 3S_Drink"
38271,2023-05-28 06:18:51,Branch 10,"3S_Burger, 7S_Fries, 7S_Drink"
38272,2023-05-02 17:36:47,Branch 3,"7S_Burger, 3S_Fries, 4S_Drink"
38273,2023-04-07 19:08:02,Branch 7,"3S_Fries, 6S_Drink"
